group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
intial_100_fanal_9999,,,,,996833.0,ns,36
intial_100_fanal_9999,,,,,2016202.0,ns,72
intial_100_fanal_9999,,,,,3005500.0,ns,108
intial_100_fanal_9999,,,,,4043463.0,ns,144
intial_100_fanal_9999,,,,,5074102.0,ns,180
intial_100_fanal_9999,,,,,6003023.0,ns,216
intial_100_fanal_9999,,,,,7087663.0,ns,252
intial_100_fanal_9999,,,,,8098367.0,ns,288
intial_100_fanal_9999,,,,,9027319.0,ns,324
intial_100_fanal_9999,,,,,9770327.0,ns,360
intial_100_fanal_9999,,,,,10595449.0,ns,396
intial_100_fanal_9999,,,,,11915023.0,ns,432
intial_100_fanal_9999,,,,,12860833.0,ns,468
intial_100_fanal_9999,,,,,14083015.0,ns,504
intial_100_fanal_9999,,,,,15141937.0,ns,540
intial_100_fanal_9999,,,,,16177912.0,ns,576
intial_100_fanal_9999,,,,,17223916.0,ns,612
intial_100_fanal_9999,,,,,18404338.0,ns,648
intial_100_fanal_9999,,,,,19630198.0,ns,684
intial_100_fanal_9999,,,,,20482465.0,ns,720
intial_100_fanal_9999,,,,,25188969.0,ns,756
intial_100_fanal_9999,,,,,21669725.0,ns,792
intial_100_fanal_9999,,,,,23045165.0,ns,828
intial_100_fanal_9999,,,,,24100169.0,ns,864
intial_100_fanal_9999,,,,,25037684.0,ns,900
intial_100_fanal_9999,,,,,26495151.0,ns,936
intial_100_fanal_9999,,,,,27558592.0,ns,972
intial_100_fanal_9999,,,,,28578776.0,ns,1008
intial_100_fanal_9999,,,,,29558114.0,ns,1044
intial_100_fanal_9999,,,,,30490672.0,ns,1080
intial_100_fanal_9999,,,,,31293403.0,ns,1116
intial_100_fanal_9999,,,,,31599374.0,ns,1152
intial_100_fanal_9999,,,,,32069216.0,ns,1188
intial_100_fanal_9999,,,,,33147492.0,ns,1224
intial_100_fanal_9999,,,,,34607044.0,ns,1260
intial_100_fanal_9999,,,,,36472797.0,ns,1296
intial_100_fanal_9999,,,,,37401056.0,ns,1332
intial_100_fanal_9999,,,,,51167314.0,ns,1368
intial_100_fanal_9999,,,,,38883152.0,ns,1404
intial_100_fanal_9999,,,,,39130606.0,ns,1440
intial_100_fanal_9999,,,,,41070104.0,ns,1476
intial_100_fanal_9999,,,,,42242415.0,ns,1512
intial_100_fanal_9999,,,,,43733565.0,ns,1548
intial_100_fanal_9999,,,,,44416020.0,ns,1584
intial_100_fanal_9999,,,,,47291747.0,ns,1620
intial_100_fanal_9999,,,,,48638936.0,ns,1656
intial_100_fanal_9999,,,,,48954763.0,ns,1692
intial_100_fanal_9999,,,,,48705825.0,ns,1728
intial_100_fanal_9999,,,,,49489708.0,ns,1764
intial_100_fanal_9999,,,,,51341285.0,ns,1800
intial_100_fanal_9999,,,,,52923750.0,ns,1836
intial_100_fanal_9999,,,,,52410524.0,ns,1872
