Timestamp,Use\g,Share\g,Cache\g,Buffer\g,Swap\g,Total\g
1970-01-01T00:00:00+00:00,260476928,0,783962112,37851136,0,31628300288
1970-01-01T00:00:00+00:00,260476928,0,783962112,37851136,0,31628300288
1970-01-01T00:00:00+00:00,260476928,0,783962112,37851136,0,31628300288
1970-01-01T00:00:00+00:00,260476928,0,783962112,37851136,0,31628300288
1970-01-01T00:00:00+00:00,260476928,0,783962112,37851136,0,31628300288
1970-01-01T00:00:00+00:00,260517888,0,784169642.67,37987669.333,0,31628300288
1970-01-01T00:00:00+00:00,260538368,0,784273408,38055936,0,31628300288
1970-01-01T00:00:00+00:00,260538368,0,784273408,38055936,0,31628300288
1970-01-01T00:00:00+00:00,260538368,0,784273408,38055936,0,31628300288
1970-01-01T00:00:00+00:00,260538368,0,784273408,38055936,0,31628300288
1970-01-01T00:00:00+00:00,260538368,0,784273408,38055936,0,31628300288
1970-01-01T00:00:00+00:00,260538368,0,784273408,38055936,0,31628300288
1970-01-01T00:00:00+00:00,260538368,0,784273408,38055936,0,31628300288
1970-01-01T00:00:00+00:00,260538368,0,784273408,38055936,0,31628300288
1970-01-01T00:00:00+00:00,260538368,0,784273408,38055936,0,31628300288
1970-01-01T00:00:00+00:00,260538368,0,784273408,38055936,0,31628300288
1970-01-01T00:00:00+00:00,260538368,0,784273408,38055936,0,31628300288
1970-01-01T00:00:00+00:00,259934890.67,0,784284330.67,38241621.333,0,31628300288
1970-01-01T00:00:00+00:00,259633152,0,784289792,38334464,0,31628300288
1970-01-01T00:00:00+00:00,259633152,0,784289792,38334464,0,31628300288
1970-01-01T00:00:00+00:00,259633152,0,784289792,38334464,0,31628300288
1970-01-01T00:00:00+00:00,261853184,0,784311637.33,38416384,0,31628300288
1970-01-01T00:00:00+00:00,262963200,0,784322560,38457344,0,31628300288
1970-01-01T00:00:00+00:00,262963200,0,784322560,38457344,0,31628300288
1970-01-01T00:00:00+00:00,262963200,0,784322560,38457344,0,31628300288
1970-01-01T00:00:00+00:00,262963200,0,784322560,38457344,0,31628300288
1970-01-01T00:00:00+00:00,262963200,0,784322560,38457344,0,31628300288
1970-01-01T00:00:00+00:00,262963200,0,784322560,38457344,0,31628300288
1970-01-01T00:00:00+00:00,262963200,0,784322560,38457344,0,31628300288
1970-01-01T00:00:00+00:00,262963200,0,784322560,38457344,0,31628300288
1970-01-01T00:00:00+00:00,262963200,0,784322560,38457344,0,31628300288
1970-01-01T00:00:00+00:00,262963200,0,784322560,38457344,0,31628300288
1970-01-01T00:00:00+00:00,262963200,0,784322560,38457344,0,31628300288
1970-01-01T00:00:00+00:00,262695594.67,0,784448170.67,38612992,0,31628300288
1970-01-01T00:00:00+00:00,262561792,0,784510976,38690816,0,31628300288
1970-01-01T00:00:00+00:00,262561792,0,784510976,38690816,0,31628300288
