group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
intial_10000_fanal_999,,,,,72975660.0,ns,26499
intial_10000_fanal_999,,,,,81423665.0,ns,26862
intial_10000_fanal_999,,,,,74336442.0,ns,27225
intial_10000_fanal_999,,,,,74215467.0,ns,27588
intial_10000_fanal_999,,,,,75061812.0,ns,27951
intial_10000_fanal_999,,,,,80496161.0,ns,28314
intial_10000_fanal_999,,,,,77110779.0,ns,28677
intial_10000_fanal_999,,,,,81635121.0,ns,29040
intial_10000_fanal_999,,,,,79020237.0,ns,29403
intial_10000_fanal_999,,,,,80154847.0,ns,29766
intial_10000_fanal_999,,,,,81162026.0,ns,30129
intial_10000_fanal_999,,,,,86091382.0,ns,30492
intial_10000_fanal_999,,,,,82848416.0,ns,30855
intial_10000_fanal_999,,,,,83718061.0,ns,31218
intial_10000_fanal_999,,,,,88905256.0,ns,31581
intial_10000_fanal_999,,,,,85827871.0,ns,31944
intial_10000_fanal_999,,,,,89076925.0,ns,32307
intial_10000_fanal_999,,,,,89799313.0,ns,32670
intial_10000_fanal_999,,,,,89816544.0,ns,33033
intial_10000_fanal_999,,,,,103535936.0,ns,33396
intial_10000_fanal_999,,,,,87184141.0,ns,33759
intial_10000_fanal_999,,,,,91910723.0,ns,34122
intial_10000_fanal_999,,,,,93395710.0,ns,34485
intial_10000_fanal_999,,,,,96872626.0,ns,34848
intial_10000_fanal_999,,,,,95251680.0,ns,35211
intial_10000_fanal_999,,,,,94423614.0,ns,35574
intial_10000_fanal_999,,,,,96115183.0,ns,35937
intial_10000_fanal_999,,,,,101677719.0,ns,36300
