group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
intial_10000_fanal_99,,,,,984316.0,ns,3121
intial_10000_fanal_99,,,,,2027765.0,ns,6242
intial_10000_fanal_99,,,,,2994643.0,ns,9363
intial_10000_fanal_99,,,,,3927117.0,ns,12484
intial_10000_fanal_99,,,,,4923758.0,ns,15605
intial_10000_fanal_99,,,,,5990776.0,ns,18726
intial_10000_fanal_99,,,,,7100188.0,ns,21847
intial_10000_fanal_99,,,,,8234007.0,ns,24968
intial_10000_fanal_99,,,,,9080661.0,ns,28089
intial_10000_fanal_99,,,,,10189896.0,ns,31210
intial_10000_fanal_99,,,,,11213603.0,ns,34331
intial_10000_fanal_99,,,,,12046044.0,ns,37452
intial_10000_fanal_99,,,,,13043567.0,ns,40573
intial_10000_fanal_99,,,,,13349399.0,ns,43694
intial_10000_fanal_99,,,,,14416248.0,ns,46815
intial_10000_fanal_99,,,,,16137108.0,ns,49936
intial_10000_fanal_99,,,,,16968026.0,ns,53057
intial_10000_fanal_99,,,,,18149687.0,ns,56178
intial_10000_fanal_99,,,,,19254255.0,ns,59299
intial_10000_fanal_99,,,,,20290266.0,ns,62420
intial_10000_fanal_99,,,,,21306616.0,ns,65541
intial_10000_fanal_99,,,,,22397893.0,ns,68662
intial_10000_fanal_99,,,,,22562273.0,ns,71783
intial_10000_fanal_99,,,,,24040311.0,ns,74904
intial_10000_fanal_99,,,,,24399349.0,ns,78025
intial_10000_fanal_99,,,,,24155020.0,ns,81146
intial_10000_fanal_99,,,,,25721884.0,ns,84267
intial_10000_fanal_99,,,,,26179652.0,ns,87388
intial_10000_fanal_99,,,,,27743705.0,ns,90509
intial_10000_fanal_99,,,,,29272761.0,ns,93630
intial_10000_fanal_99,,,,,29682846.0,ns,96751
intial_10000_fanal_99,,,,,34792137.0,ns,99872
intial_10000_fanal_99,,,,,32862156.0,ns,102993
intial_10000_fanal_99,,,,,32821735.0,ns,106114
intial_10000_fanal_99,,,,,34294401.0,ns,109235
intial_10000_fanal_99,,,,,36184888.0,ns,112356
intial_10000_fanal_99,,,,,36934897.0,ns,115477
intial_10000_fanal_99,,,,,37535401.0,ns,118598
intial_10000_fanal_99,,,,,38147807.0,ns,121719
intial_10000_fanal_99,,,,,37817062.0,ns,124840
intial_10000_fanal_99,,,,,37406640.0,ns,127961
intial_10000_fanal_99,,,,,38738367.0,ns,131082
intial_10000_fanal_99,,,,,40885519.0,ns,134203
intial_10000_fanal_99,,,,,40806888.0,ns,137324
intial_10000_fanal_99,,,,,43205734.0,ns,140445
intial_10000_fanal_99,,,,,43512050.0,ns,143566
intial_10000_fanal_99,,,,,45275970.0,ns,146687
intial_10000_fanal_99,,,,,46638323.0,ns,149808
