group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
intial_1000_fanal_9999,,,,,34936682.0,ns,1295
intial_1000_fanal_9999,,,,,37090764.0,ns,1332
intial_1000_fanal_9999,,,,,38566698.0,ns,1369
intial_1000_fanal_9999,,,,,39099840.0,ns,1406
intial_1000_fanal_9999,,,,,40095212.0,ns,1443
intial_1000_fanal_9999,,,,,40225381.0,ns,1480
intial_1000_fanal_9999,,,,,40633929.0,ns,1517
intial_1000_fanal_9999,,,,,42701440.0,ns,1554
intial_1000_fanal_9999,,,,,44928985.0,ns,1591
intial_1000_fanal_9999,,,,,46361511.0,ns,1628
intial_1000_fanal_9999,,,,,46619694.0,ns,1665
intial_1000_fanal_9999,,,,,47314889.0,ns,1702
intial_1000_fanal_9999,,,,,47791579.0,ns,1739
intial_1000_fanal_9999,,,,,54804921.0,ns,1776
intial_1000_fanal_9999,,,,,50323934.0,ns,1813
intial_1000_fanal_9999,,,,,49799525.0,ns,1850
intial_1000_fanal_9999,,,,,52347241.0,ns,1887
intial_1000_fanal_9999,,,,,52697183.0,ns,1924
intial_1000_fanal_9999,,,,,54409302.0,ns,1961
intial_1000_fanal_9999,,,,,54575363.0,ns,1998
intial_1000_fanal_9999,,,,,54741570.0,ns,2035
intial_1000_fanal_9999,,,,,55671829.0,ns,2072
intial_1000_fanal_9999,,,,,56515435.0,ns,2109
intial_1000_fanal_9999,,,,,58157403.0,ns,2146
intial_1000_fanal_9999,,,,,58966405.0,ns,2183
intial_1000_fanal_9999,,,,,60013339.0,ns,2220
intial_1000_fanal_9999,,,,,60919032.0,ns,2257
intial_1000_fanal_9999,,,,,64182406.0,ns,2294
intial_1000_fanal_9999,,,,,64684980.0,ns,2331
intial_1000_fanal_9999,,,,,65746068.0,ns,2368
intial_1000_fanal_9999,,,,,72526098.0,ns,2405
intial_1000_fanal_9999,,,,,67536965.0,ns,2442
intial_1000_fanal_9999,,,,,68373431.0,ns,2479
intial_1000_fanal_9999,,,,,68896790.0,ns,2516
intial_1000_fanal_9999,,,,,69618033.0,ns,2553
intial_1000_fanal_9999,,,,,69587687.0,ns,2590
intial_1000_fanal_9999,,,,,71238072.0,ns,2627
intial_1000_fanal_9999,,,,,71420099.0,ns,2664
intial_1000_fanal_9999,,,,,72971315.0,ns,2701
intial_1000_fanal_9999,,,,,76059523.0,ns,2738
intial_1000_fanal_9999,,,,,75548494.0,ns,2775
intial_1000_fanal_9999,,,,,76166647.0,ns,2812
intial_1000_fanal_9999,,,,,76788892.0,ns,2849
intial_1000_fanal_9999,,,,,77947758.0,ns,2886
intial_1000_fanal_9999,,,,,83215545.0,ns,2923
intial_1000_fanal_9999,,,,,79929369.0,ns,2960
intial_1000_fanal_9999,,,,,80886445.0,ns,2997
intial_1000_fanal_9999,,,,,81222459.0,ns,3034
intial_1000_fanal_9999,,,,,81819050.0,ns,3071
intial_1000_fanal_9999,,,,,83533369.0,ns,3108
intial_1000_fanal_9999,,,,,84779090.0,ns,3145
intial_1000_fanal_9999,,,,,85281311.0,ns,3182
intial_1000_fanal_9999,,,,,86762629.0,ns,3219
intial_1000_fanal_9999,,,,,91695301.0,ns,3256
intial_1000_fanal_9999,,,,,89842242.0,ns,3293
intial_1000_fanal_9999,,,,,88702165.0,ns,3330
intial_1000_fanal_9999,,,,,90137396.0,ns,3367
intial_1000_fanal_9999,,,,,91264560.0,ns,3404
intial_1000_fanal_9999,,,,,91680645.0,ns,3441
intial_1000_fanal_9999,,,,,93564725.0,ns,3478
intial_1000_fanal_9999,,,,,94483365.0,ns,3515
intial_1000_fanal_9999,,,,,109488441.0,ns,3552
intial_1000_fanal_9999,,,,,95218655.0,ns,3589
intial_1000_fanal_9999,,,,,96470822.0,ns,3626
intial_1000_fanal_9999,,,,,98034577.0,ns,3663
intial_1000_fanal_9999,,,,,100930604.0,ns,3700
