group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
intial_100_fanal_99,,,,,830809.0,ns,2890
intial_100_fanal_99,,,,,1511448.0,ns,5780
intial_100_fanal_99,,,,,2291453.0,ns,8670
intial_100_fanal_99,,,,,3009552.0,ns,11560
intial_100_fanal_99,,,,,3801749.0,ns,14450
intial_100_fanal_99,,,,,4533675.0,ns,17340
intial_100_fanal_99,,,,,5337257.0,ns,20230
intial_100_fanal_99,,,,,6249264.0,ns,23120
intial_100_fanal_99,,,,,7106291.0,ns,26010
intial_100_fanal_99,,,,,7848600.0,ns,28900
intial_100_fanal_99,,,,,8647603.0,ns,31790
intial_100_fanal_99,,,,,9092966.0,ns,34680
intial_100_fanal_99,,,,,10229515.0,ns,37570
intial_100_fanal_99,,,,,10863367.0,ns,40460
intial_100_fanal_99,,,,,11429408.0,ns,43350
intial_100_fanal_99,,,,,12147218.0,ns,46240
intial_100_fanal_99,,,,,12957087.0,ns,49130
intial_100_fanal_99,,,,,14012000.0,ns,52020
intial_100_fanal_99,,,,,15110169.0,ns,54910
intial_100_fanal_99,,,,,16016229.0,ns,57800
intial_100_fanal_99,,,,,16946530.0,ns,60690
intial_100_fanal_99,,,,,17081023.0,ns,63580
intial_100_fanal_99,,,,,17332632.0,ns,66470
intial_100_fanal_99,,,,,18207854.0,ns,69360
intial_100_fanal_99,,,,,19030237.0,ns,72250
intial_100_fanal_99,,,,,19433231.0,ns,75140
intial_100_fanal_99,,,,,20927868.0,ns,78030
intial_100_fanal_99,,,,,21615928.0,ns,80920
intial_100_fanal_99,,,,,21861390.0,ns,83810
intial_100_fanal_99,,,,,22704053.0,ns,86700
intial_100_fanal_99,,,,,23546660.0,ns,89590
intial_100_fanal_99,,,,,25685439.0,ns,92480
intial_100_fanal_99,,,,,25316782.0,ns,95370
intial_100_fanal_99,,,,,26314175.0,ns,98260
intial_100_fanal_99,,,,,26485113.0,ns,101150
intial_100_fanal_99,,,,,27205463.0,ns,104040
intial_100_fanal_99,,,,,32995926.0,ns,106930
intial_100_fanal_99,,,,,29309229.0,ns,109820
intial_100_fanal_99,,,,,29504643.0,ns,112710
intial_100_fanal_99,,,,,30659679.0,ns,115600
intial_100_fanal_99,,,,,31075793.0,ns,118490
intial_100_fanal_99,,,,,32019385.0,ns,121380
intial_100_fanal_99,,,,,32653480.0,ns,124270
intial_100_fanal_99,,,,,33481112.0,ns,127160
intial_100_fanal_99,,,,,33223454.0,ns,130050
intial_100_fanal_99,,,,,33942494.0,ns,132940
intial_100_fanal_99,,,,,35439140.0,ns,135830
intial_100_fanal_99,,,,,36559371.0,ns,138720
intial_100_fanal_99,,,,,37381849.0,ns,141610
intial_100_fanal_99,,,,,39209005.0,ns,144500
intial_100_fanal_99,,,,,38487033.0,ns,147390
intial_100_fanal_99,,,,,39253734.0,ns,150280
intial_100_fanal_99,,,,,40865578.0,ns,153170
intial_100_fanal_99,,,,,43227389.0,ns,156060
intial_100_fanal_99,,,,,43264310.0,ns,158950
intial_100_fanal_99,,,,,43298779.0,ns,161840
intial_100_fanal_99,,,,,46951869.0,ns,164730
intial_100_fanal_99,,,,,44216862.0,ns,167620
intial_100_fanal_99,,,,,45439615.0,ns,170510
intial_100_fanal_99,,,,,46671230.0,ns,173400
intial_100_fanal_99,,,,,46199412.0,ns,176290
intial_100_fanal_99,,,,,47091812.0,ns,179180
intial_100_fanal_99,,,,,48155936.0,ns,182070
intial_100_fanal_99,,,,,48123740.0,ns,184960
intial_100_fanal_99,,,,,49163769.0,ns,187850
intial_100_fanal_99,,,,,50972716.0,ns,190740
intial_100_fanal_99,,,,,50601214.0,ns,193630
intial_100_fanal_99,,,,,56536167.0,ns,196520
intial_100_fanal_99,,,,,52638808.0,ns,199410
intial_100_fanal_99,,,,,53498060.0,ns,202300
intial_100_fanal_99,,,,,55482321.0,ns,205190
intial_100_fanal_99,,,,,54697738.0,ns,208080
intial_100_fanal_99,,,,,55997499.0,ns,210970
intial_100_fanal_99,,,,,56732705.0,ns,213860
intial_100_fanal_99,,,,,56594764.0,ns,216750
intial_100_fanal_99,,,,,57522980.0,ns,219640
intial_100_fanal_99,,,,,58289123.0,ns,222530
intial_100_fanal_99,,,,,59295934.0,ns,225420
intial_100_fanal_99,,,,,61320285.0,ns,228310
intial_100_fanal_99,,,,,62287942.0,ns,231200
intial_100_fanal_99,,,,,62574938.0,ns,234090
intial_100_fanal_99,,,,,62294950.0,ns,236980
intial_100_fanal_99,,,,,63053875.0,ns,239870
intial_100_fanal_99,,,,,64483329.0,ns,242760
intial_100_fanal_99,,,,,68714003.0,ns,245650
intial_100_fanal_99,,,,,64599523.0,ns,248540
intial_100_fanal_99,,,,,65443482.0,ns,251430
intial_100_fanal_99,,,,,67374535.0,ns,254320
intial_100_fanal_99,,,,,67880595.0,ns,257210
intial_100_fanal_99,,,,,67635351.0,ns,260100
intial_100_fanal_99,,,,,70068434.0,ns,262990
intial_100_fanal_99,,,,,69622495.0,ns,265880
intial_100_fanal_99,,,,,67741288.0,ns,268770
intial_100_fanal_99,,,,,71602174.0,ns,271660
intial_100_fanal_99,,,,,74361482.0,ns,274550
intial_100_fanal_99,,,,,78124566.0,ns,277440
intial_100_fanal_99,,,,,75396751.0,ns,280330
intial_100_fanal_99,,,,,75469369.0,ns,283220
intial_100_fanal_99,,,,,78123158.0,ns,286110
intial_100_fanal_99,,,,,78521278.0,ns,289000
