group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
intial_1000_fanal_9,,,,,85745817.0,ns,1075448
intial_1000_fanal_9,,,,,86589873.0,ns,1087669
intial_1000_fanal_9,,,,,91049006.0,ns,1099890
intial_1000_fanal_9,,,,,87575906.0,ns,1112111
intial_1000_fanal_9,,,,,88233934.0,ns,1124332
intial_1000_fanal_9,,,,,93060507.0,ns,1136553
intial_1000_fanal_9,,,,,89877043.0,ns,1148774
intial_1000_fanal_9,,,,,91339784.0,ns,1160995
intial_1000_fanal_9,,,,,93182711.0,ns,1173216
intial_1000_fanal_9,,,,,94979073.0,ns,1185437
intial_1000_fanal_9,,,,,99610442.0,ns,1197658
intial_1000_fanal_9,,,,,96062524.0,ns,1209879
intial_1000_fanal_9,,,,,96933146.0,ns,1222100
