group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
intial_10000_fanal_9999,,,,,37686913.0,ns,1406
intial_10000_fanal_9999,,,,,39686498.0,ns,1443
intial_10000_fanal_9999,,,,,40912205.0,ns,1480
intial_10000_fanal_9999,,,,,41635369.0,ns,1517
intial_10000_fanal_9999,,,,,41578868.0,ns,1554
intial_10000_fanal_9999,,,,,42649422.0,ns,1591
intial_10000_fanal_9999,,,,,42846412.0,ns,1628
intial_10000_fanal_9999,,,,,44627583.0,ns,1665
intial_10000_fanal_9999,,,,,45078385.0,ns,1702
intial_10000_fanal_9999,,,,,47348282.0,ns,1739
intial_10000_fanal_9999,,,,,53349880.0,ns,1776
intial_10000_fanal_9999,,,,,46350348.0,ns,1813
intial_10000_fanal_9999,,,,,48689953.0,ns,1850
intial_10000_fanal_9999,,,,,50922771.0,ns,1887
intial_10000_fanal_9999,,,,,50364064.0,ns,1924
intial_10000_fanal_9999,,,,,53200339.0,ns,1961
intial_10000_fanal_9999,,,,,54940389.0,ns,1998
intial_10000_fanal_9999,,,,,55493889.0,ns,2035
intial_10000_fanal_9999,,,,,57032968.0,ns,2072
intial_10000_fanal_9999,,,,,54290776.0,ns,2109
intial_10000_fanal_9999,,,,,57550013.0,ns,2146
intial_10000_fanal_9999,,,,,57347161.0,ns,2183
intial_10000_fanal_9999,,,,,57907621.0,ns,2220
intial_10000_fanal_9999,,,,,65713136.0,ns,2257
intial_10000_fanal_9999,,,,,60792653.0,ns,2294
intial_10000_fanal_9999,,,,,62817261.0,ns,2331
intial_10000_fanal_9999,,,,,61612116.0,ns,2368
intial_10000_fanal_9999,,,,,63336343.0,ns,2405
intial_10000_fanal_9999,,,,,63379704.0,ns,2442
intial_10000_fanal_9999,,,,,63950776.0,ns,2479
intial_10000_fanal_9999,,,,,65784264.0,ns,2516
intial_10000_fanal_9999,,,,,67375339.0,ns,2553
intial_10000_fanal_9999,,,,,66872228.0,ns,2590
intial_10000_fanal_9999,,,,,70327492.0,ns,2627
intial_10000_fanal_9999,,,,,69013388.0,ns,2664
intial_10000_fanal_9999,,,,,70497589.0,ns,2701
intial_10000_fanal_9999,,,,,70272890.0,ns,2738
intial_10000_fanal_9999,,,,,71917357.0,ns,2775
intial_10000_fanal_9999,,,,,76036739.0,ns,2812
intial_10000_fanal_9999,,,,,73836785.0,ns,2849
intial_10000_fanal_9999,,,,,76707660.0,ns,2886
intial_10000_fanal_9999,,,,,77286620.0,ns,2923
intial_10000_fanal_9999,,,,,78606122.0,ns,2960
intial_10000_fanal_9999,,,,,82265010.0,ns,2997
intial_10000_fanal_9999,,,,,80239513.0,ns,3034
intial_10000_fanal_9999,,,,,79576857.0,ns,3071
intial_10000_fanal_9999,,,,,82765652.0,ns,3108
intial_10000_fanal_9999,,,,,83279039.0,ns,3145
intial_10000_fanal_9999,,,,,83869774.0,ns,3182
intial_10000_fanal_9999,,,,,85826393.0,ns,3219
intial_10000_fanal_9999,,,,,89028878.0,ns,3256
intial_10000_fanal_9999,,,,,83952808.0,ns,3293
intial_10000_fanal_9999,,,,,84268974.0,ns,3330
intial_10000_fanal_9999,,,,,90469263.0,ns,3367
intial_10000_fanal_9999,,,,,89691424.0,ns,3404
intial_10000_fanal_9999,,,,,90628411.0,ns,3441
intial_10000_fanal_9999,,,,,89128704.0,ns,3478
intial_10000_fanal_9999,,,,,90206428.0,ns,3515
intial_10000_fanal_9999,,,,,91486714.0,ns,3552
intial_10000_fanal_9999,,,,,99614711.0,ns,3589
intial_10000_fanal_9999,,,,,94074644.0,ns,3626
intial_10000_fanal_9999,,,,,93788365.0,ns,3663
intial_10000_fanal_9999,,,,,94373392.0,ns,3700
